Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
25/07/2015,Adelaide,9.3,15,1.8,NA,NA,WSW,44,N,NNW,9,15,91,70,1017.9,1014.7,NA,NA,10.5,14.4,Yes,Yes
26/07/2015,Adelaide,7.8,12.4,11.2,NA,NA,SW,46,WSW,SW,15,17,56,54,1022.8,1025,NA,NA,10.5,11.3,Yes,No
27/07/2015,Adelaide,3.1,13.7,1,NA,NA,WSW,24,NNE,SW,4,13,86,61,1035.1,1034.7,NA,NA,6.9,12.1,No,Yes
28/07/2015,Adelaide,6.9,12.5,1.8,NA,NA,NE,15,N,SE,7,2,86,64,1038,1035.1,NA,NA,8.6,12.1,Yes,No
29/07/2015,Adelaide,6.8,13.8,0,NA,NA,N,28,N,N,11,13,54,44,1031.9,1026.6,NA,NA,9.9,13.4,No,No
30/07/2015,Adelaide,9.5,14.8,0.2,NA,NA,NW,46,N,NW,19,19,44,75,1019.6,1018.6,NA,NA,11.6,13.1,No,No
31/07/2015,Adelaide,3.3,16.1,0,NA,NA,N,28,NE,NNW,4,11,80,55,1022.1,1016.1,NA,NA,7.7,15.7,No,Yes
01/08/2015,Adelaide,7.7,11.5,11,NA,NA,WSW,37,SSW,NA,7,0,95,83,1016,1016.1,NA,NA,10.8,11.3,Yes,Yes
02/08/2015,Adelaide,8.1,14.4,7,NA,NA,WSW,35,W,W,9,19,80,69,1020.3,1020.2,NA,NA,10.9,13.4,Yes,Yes
03/08/2015,Adelaide,10.1,14,2.6,NA,NA,WSW,41,SSW,SW,19,19,74,69,1025.4,1025.6,NA,NA,11.2,11.8,Yes,No
04/08/2015,Adelaide,6.5,13.3,0.6,NA,NA,WNW,33,N,W,7,9,90,77,1028.1,1025.3,NA,NA,8.4,12,No,Yes
05/08/2015,Adelaide,8.3,13.9,4.2,NA,NA,WSW,41,SW,WSW,15,20,81,65,1022,1021.6,NA,NA,11.2,13.2,Yes,Yes
06/08/2015,Adelaide,7.7,13.3,1.2,NA,NA,WSW,26,SSW,SW,7,13,88,70,1026.5,1026.1,NA,NA,10.3,12.4,Yes,No
07/08/2015,Adelaide,9.3,11.4,0.6,NA,NA,WNW,17,N,WNW,7,7,89,78,1029.4,1027.6,NA,NA,10,11,No,No
08/08/2015,Adelaide,3.3,16.7,0,NA,NA,N,28,N,NW,2,11,76,49,1025.6,1021.3,NA,NA,9.3,15.7,No,No
09/08/2015,Adelaide,8.8,19.2,0.2,NA,NA,NNW,44,NE,N,9,17,43,34,1017.4,1010.6,NA,NA,13.4,19,No,No
10/08/2015,Adelaide,10.4,15.7,0,NA,NA,WNW,44,WNW,W,17,19,79,59,1013.2,1013.1,NA,NA,12.3,14.6,No,Yes
11/08/2015,Adelaide,7.4,16.2,2.6,NA,NA,N,50,N,WNW,17,26,65,84,1009.5,1004.8,NA,NA,11.4,10.1,Yes,Yes
12/08/2015,Adelaide,7,14.5,5.8,NA,NA,WSW,59,SW,SW,17,26,83,64,1010,1014.9,NA,NA,10.6,13.5,Yes,Yes
13/08/2015,Adelaide,10.5,15.7,4,NA,NA,W,26,WNW,WNW,11,11,97,68,1023.6,1023.2,NA,NA,11.6,15.1,Yes,Yes
14/08/2015,Adelaide,11.3,15.4,1.2,NA,NA,W,20,N,WNW,6,9,95,76,1028.4,1027.7,NA,NA,12.2,15.1,Yes,Yes
15/08/2015,Adelaide,10.9,14.5,1.4,NA,NA,W,15,N,SW,7,7,92,81,1033,1031.2,NA,NA,12.2,13.4,Yes,No
16/08/2015,Adelaide,6.9,15.7,0,NA,NA,WSW,20,NNE,WSW,4,11,90,58,1029.6,1026,NA,NA,9.6,14.9,No,No
17/08/2015,Adelaide,9.3,15.5,0,NA,NA,SW,31,NNW,SW,6,17,90,55,1024.3,1022.5,NA,NA,12.1,14.4,No,No
18/08/2015,Adelaide,8.8,14.3,0.4,NA,NA,WSW,13,SSW,W,6,4,60,48,1024.5,1022.7,NA,NA,11.1,14.1,No,No
19/08/2015,Adelaide,8.5,19.1,0,NA,NA,NNE,30,NE,NE,9,11,51,51,1022.2,1018.5,NA,NA,12.5,16.9,No,No
20/08/2015,Adelaide,12.5,22.9,0,NA,NA,NNE,50,NNE,NNE,20,19,25,31,1016.2,1012.8,NA,NA,19,20.6,No,Yes
21/08/2015,Adelaide,12.7,20.8,3,NA,NA,N,37,N,NW,7,19,78,48,1012.9,1010.6,NA,NA,14.1,19.5,Yes,No
22/08/2015,Adelaide,9.6,18.4,0.6,NA,NA,N,22,N,WNW,9,13,97,53,1018.2,1017.1,NA,NA,11.2,17.8,No,No
23/08/2015,Adelaide,6,17.4,0,NA,NA,ESE,44,N,ESE,2,15,67,56,1019.8,1017.8,NA,NA,13.5,15.5,No,No
24/08/2015,Adelaide,9.2,14.3,0,NA,NA,SE,48,SE,SSE,17,19,64,42,1024.7,1024.1,NA,NA,9.9,13.4,No,No
25/08/2015,Adelaide,8.6,15.2,0,NA,NA,SE,35,SSE,S,11,13,50,35,1028.9,1026.1,NA,NA,11.9,14.5,No,No
26/08/2015,Adelaide,8.9,16,0,NA,NA,SW,31,NA,SSW,0,13,65,40,1025.6,1023.4,NA,NA,11.5,14.3,No,No
27/08/2015,Adelaide,4.6,14.3,0.6,NA,NA,SW,26,N,SSW,2,9,85,81,1026.4,1025.8,NA,NA,9.1,12,No,Yes
28/08/2015,Adelaide,6.2,14,1.4,NA,NA,S,24,ESE,SSE,6,9,68,62,1030,1027.6,NA,NA,12.3,13.1,Yes,No
29/08/2015,Adelaide,4.4,14.5,0,NA,NA,E,20,SE,ESE,9,7,66,46,1029,1026.6,NA,NA,11,13.4,No,No
30/08/2015,Adelaide,6.8,16.9,0,NA,NA,E,26,ENE,SW,7,4,41,39,1026.7,1023,NA,NA,12.7,16.5,No,No
31/08/2015,Adelaide,4.1,19.9,0,NA,NA,W,20,NE,NNW,7,7,42,29,1021.4,1017.9,NA,NA,14,19.2,No,No
01/09/2015,Adelaide,9.5,20.2,0.4,NA,NA,N,39,NE,NNE,11,19,40,32,1013.6,1009.6,NA,NA,16.6,18.7,No,Yes
02/09/2015,Adelaide,10.6,14,8.4,NA,NA,N,39,N,NNE,19,11,72,92,1005.7,1001.1,NA,NA,12.4,11.2,Yes,Yes
03/09/2015,Adelaide,9.5,15.8,10.8,NA,NA,SW,35,SSW,SSW,13,13,74,67,1020,1022.1,NA,NA,13.9,15.1,Yes,No
04/09/2015,Adelaide,6.5,14.1,0,NA,NA,WSW,19,NA,WSW,0,11,64,63,1028.8,1026,NA,NA,11.7,12.9,No,No
05/09/2015,Adelaide,4.3,18.1,0,NA,NA,N,26,NNE,N,6,11,55,42,1025.4,1020.8,NA,NA,12.8,17.6,No,No
06/09/2015,Adelaide,10.9,16.8,0,NA,NA,WSW,57,NNE,W,17,24,56,45,1015.3,1017.2,NA,NA,15.3,15.4,No,No
07/09/2015,Adelaide,9.5,15.1,1,NA,NA,WSW,39,SW,WSW,19,17,48,50,1025.7,1025.5,NA,NA,12.3,14.4,No,Yes
08/09/2015,Adelaide,11.5,16.5,2.8,NA,NA,WSW,33,WSW,SW,15,17,86,68,1027.4,1026.8,NA,NA,13.4,15.6,Yes,Yes
09/09/2015,Adelaide,10.8,15.2,1.8,NA,NA,WSW,20,SSW,WSW,7,15,90,76,1032.7,1030.9,NA,NA,12.1,14.5,Yes,No
10/09/2015,Adelaide,5.5,20.2,0,NA,NA,N,26,NE,WNW,7,7,58,38,1034.1,1029.2,NA,NA,13.3,19.6,No,No
11/09/2015,Adelaide,10.5,24.8,0,NA,NA,NNW,37,N,NW,17,17,48,26,1026.3,1022.9,NA,NA,18.3,24.4,No,No
12/09/2015,Adelaide,15.5,27.1,0,NA,NA,NNW,28,N,NNW,11,13,31,26,1024.4,1021.5,NA,NA,21.5,27,No,No
13/09/2015,Adelaide,17.1,29.1,0,NA,NA,N,39,NNE,NNE,13,17,19,16,1020.2,1015.8,NA,NA,24.2,29,No,No
14/09/2015,Adelaide,14.7,19.9,0,NA,NA,W,35,NW,W,6,17,55,64,1014.8,1014.9,NA,NA,17.9,17.2,No,Yes
15/09/2015,Adelaide,9.4,17.1,1.4,NA,NA,WSW,26,SW,WSW,13,7,60,45,1020.7,1020,NA,NA,12.9,15.4,Yes,No
16/09/2015,Adelaide,7.2,19.2,0.2,NA,NA,E,31,NE,SE,9,6,52,95,1018.7,1018.1,NA,NA,14.3,9.1,No,Yes
17/09/2015,Adelaide,6.5,17.4,22.4,NA,NA,WSW,33,SW,SW,7,15,67,55,1027.9,1027.9,NA,NA,14.1,17.2,Yes,No
18/09/2015,Adelaide,7.2,17.2,0,NA,NA,WSW,28,NA,WSW,0,15,71,52,1031.7,1027.8,NA,NA,11.5,15.9,No,No
19/09/2015,Adelaide,5.8,21.1,0,NA,NA,W,24,N,W,7,9,60,33,1024.5,1020.3,NA,NA,14.9,20.9,No,No
20/09/2015,Adelaide,8.2,25.3,0,NA,NA,WNW,48,N,NW,11,19,30,17,1018.7,1014.9,NA,NA,19.8,24.5,No,Yes
21/09/2015,Adelaide,9.8,16.4,1.8,NA,NA,SW,39,SW,WSW,19,15,47,50,1024.3,1024.6,NA,NA,13.2,15.5,Yes,Yes
22/09/2015,Adelaide,8.2,16,1.2,NA,NA,SSE,33,SSE,SSE,13,13,45,38,1032.2,1031.9,NA,NA,13,15.4,Yes,No
23/09/2015,Adelaide,5.8,16.2,0,NA,NA,SSE,35,E,SSE,11,11,43,39,1038.3,1034.7,NA,NA,11.8,15.6,No,No
24/09/2015,Adelaide,7.2,16.1,0,NA,NA,E,30,SSE,SE,13,11,50,43,1035.8,1031,NA,NA,11.8,15.3,No,No
25/09/2015,Adelaide,10.6,20,0,NA,NA,E,37,ENE,E,9,11,40,32,1032.4,1028.2,NA,NA,16.1,19.6,No,No
26/09/2015,Adelaide,7.1,22.4,0,NA,NA,WSW,28,NE,SW,7,17,27,23,1029.1,1025.4,NA,NA,18.1,21.4,No,No
27/09/2015,Adelaide,7.4,24.7,0,NA,NA,WSW,24,NNE,WSW,4,11,33,20,1024.5,1021.5,NA,NA,18.2,24.3,No,No
28/09/2015,Adelaide,10.2,19.6,0,NA,NA,WSW,35,N,SW,7,20,53,52,1020.8,1018.9,NA,NA,14.7,18,No,No
29/09/2015,Adelaide,5,18,0,NA,NA,WSW,39,SSE,S,7,11,44,37,1022.3,1019.9,NA,NA,12.4,17.5,No,No
30/09/2015,Adelaide,7.4,22.4,0,NA,NA,SSE,52,ENE,WSW,9,11,50,35,1024.5,1021.6,NA,NA,15.8,21.3,No,No
01/10/2015,Adelaide,7.8,24.4,0,NA,NA,WSW,22,N,WSW,9,15,35,23,1028.4,1028.6,NA,NA,19.1,23.8,No,No
02/10/2015,Adelaide,8.8,31.1,0,NA,NA,W,30,NE,WNW,9,11,32,15,1031.7,1027.9,NA,NA,22.3,30.7,No,No
03/10/2015,Adelaide,15.2,33.4,0,NA,NA,NW,41,N,NW,17,20,12,4,1026.5,1021.4,NA,NA,27.1,32.7,No,No
04/10/2015,Adelaide,15.4,29.7,0,NA,NA,WNW,20,NA,WNW,0,9,44,22,1024,1022.4,NA,NA,18.3,27.4,No,No
05/10/2015,Adelaide,14.5,35.6,0,NA,NA,NNW,46,NE,NW,9,22,16,65,1019.4,1015.3,NA,NA,27.6,35.1,No,No
06/10/2015,Adelaide,18.1,23.8,0,NA,NA,SW,44,SW,SW,11,26,61,49,1017.1,1022.4,NA,NA,19.9,19.3,No,No
07/10/2015,Adelaide,11.5,21.1,0,NA,NA,E,39,ESE,ESE,11,15,54,24,1035.3,1031.9,NA,NA,13.1,20,No,No
08/10/2015,Adelaide,12.9,29.7,0,NA,NA,ESE,30,ESE,NNW,9,11,40,21,1032.3,1026.6,NA,NA,17.4,28.6,No,No
09/10/2015,Adelaide,15,34.7,0,NA,NA,WSW,24,NA,WNW,0,9,34,18,1026.3,1022.9,NA,NA,24.5,33.8,No,No
10/10/2015,Adelaide,18.2,29,0,NA,NA,WSW,41,S,ESE,7,9,41,31,1024.5,1022.3,NA,NA,24.8,26.3,No,No
11/10/2015,Adelaide,14.2,21.1,0,NA,NA,W,28,WNW,SSW,7,9,89,57,1021.4,1019.4,NA,NA,14.8,20,No,No
12/10/2015,Adelaide,12.7,19.8,0.2,NA,NA,WSW,37,SSE,SW,9,17,55,51,1023.4,1021.9,NA,NA,15.1,18.8,No,No
13/10/2015,Adelaide,9.1,21.7,0,NA,NA,SW,28,SSE,SW,7,15,55,43,1025.5,1022,NA,NA,14.6,20.3,No,No
14/10/2015,Adelaide,8,30.4,0,NA,NA,W,26,NW,W,6,11,49,20,1021.7,1017.6,NA,NA,16.2,29.3,No,No
15/10/2015,Adelaide,16.1,36.1,0,NA,NA,WNW,39,NE,WNW,7,19,17,10,1015.2,1012.6,NA,NA,28.3,35.8,No,No
16/10/2015,Adelaide,17.5,21,1,NA,NA,SW,26,SE,NNW,4,2,69,61,1021.6,1020.8,NA,NA,18.9,20.7,No,Yes
17/10/2015,Adelaide,13.6,24.6,2.8,NA,NA,ESE,24,SSE,E,7,6,66,28,1026.3,1025.4,NA,NA,16,24.4,Yes,No
18/10/2015,Adelaide,11.8,29.6,0.2,NA,NA,ENE,31,E,NNE,15,7,42,21,1026.6,1023.8,NA,NA,18.9,27.8,No,No
19/10/2015,Adelaide,18.9,32.5,0,NA,NA,SW,43,NE,WSW,11,19,21,31,1020.1,1018.5,NA,NA,26.6,30.9,No,No
20/10/2015,Adelaide,22.1,24.8,0,NA,NA,W,43,WNW,WNW,9,13,51,66,1013.1,1012.7,NA,NA,23.7,20.4,No,Yes
21/10/2015,Adelaide,14.7,19.4,4.8,NA,NA,WSW,43,SSW,WSW,13,20,81,58,1018.2,1019.3,NA,NA,16.5,18.9,Yes,No
22/10/2015,Adelaide,12.4,19.9,0,NA,NA,E,31,SE,SE,13,11,56,42,1024.5,1022.5,NA,NA,13.3,19.1,No,No
23/10/2015,Adelaide,8.9,24.3,0,NA,NA,WSW,24,E,SW,6,11,47,33,1023.9,1019.5,NA,NA,14.1,23.6,No,No
24/10/2015,Adelaide,12.5,33.1,0,NA,NA,NW,20,NNE,NNW,6,7,33,16,1018.9,1014.4,NA,NA,21.1,31.9,No,No
25/10/2015,Adelaide,21.1,24.8,0,NA,NA,SW,37,SW,WSW,7,15,48,59,1014.7,1016.4,NA,NA,22.9,21.3,No,No
26/10/2015,Adelaide,13.6,21.1,0,NA,NA,SSE,35,S,SE,15,13,69,44,1023.9,1023,NA,NA,14.7,20.5,No,No
27/10/2015,Adelaide,10.6,25.1,0,NA,NA,ESE,33,SSE,WSW,4,11,46,34,1024.4,1020.3,NA,NA,15.6,24.5,No,No
28/10/2015,Adelaide,14,28.1,0,NA,NA,SSW,26,NA,SW,0,11,45,28,1019.4,1017.8,NA,NA,19,26.3,No,No
29/10/2015,Adelaide,13.7,33.9,0,NA,NA,WSW,35,NA,WSW,0,13,41,28,1017.6,1014.2,NA,NA,23.5,32.6,No,No
30/10/2015,Adelaide,16.6,28.1,0,NA,NA,WSW,24,N,WNW,11,11,73,31,1016.1,1014.2,NA,NA,19.5,26.1,No,No
31/10/2015,Adelaide,15,28,0,NA,NA,SW,22,NNW,WSW,7,11,73,22,1013.7,1010.7,NA,NA,18.3,26.7,No,No
01/11/2015,Adelaide,15.5,25.2,0.4,NA,NA,WSW,28,NA,SW,0,13,68,21,1010.3,1009.7,NA,NA,18.5,24.1,No,No
02/11/2015,Adelaide,15.5,23.6,0,NA,NA,WSW,30,NNW,WSW,9,13,74,47,1014,1014.2,NA,NA,17.8,22,No,No
03/11/2015,Adelaide,15.8,28.2,0,NA,NA,W,31,E,ENE,11,15,54,33,1013.1,1009.3,NA,NA,18.5,26.8,No,Yes
04/11/2015,Adelaide,18.4,25.9,4.8,NA,NA,E,33,N,WSW,13,7,72,51,1007.9,1005.2,NA,NA,22.2,25.6,Yes,Yes
05/11/2015,Adelaide,15.5,20.9,2.2,NA,NA,WSW,28,WNW,SW,7,15,79,67,1008.5,1008.9,NA,NA,17.4,19.4,Yes,No
06/11/2015,Adelaide,14.4,22.1,0.8,NA,NA,SSW,30,WSW,SW,13,13,90,56,1016,1015.5,NA,NA,15.1,20.4,No,No
07/11/2015,Adelaide,9.3,28.3,0.2,NA,NA,SW,24,NA,WSW,0,13,47,26,1020.8,1018.6,NA,NA,17.3,28,No,No
08/11/2015,Adelaide,15,35.8,0,NA,NA,WSW,26,NW,WSW,4,6,38,15,1020.3,1018.2,NA,NA,25.2,35,No,No
09/11/2015,Adelaide,20.5,36.7,0,NA,NA,SE,50,NNE,W,9,11,17,18,1016.5,1013.8,NA,NA,30.6,36.5,No,No
10/11/2015,Adelaide,19.1,26,0.2,NA,NA,SE,46,WSW,SSE,7,9,51,47,1016.9,1016.5,NA,NA,22.6,24.4,No,No
11/11/2015,Adelaide,15.7,27,0,NA,NA,NNE,20,ENE,NE,2,6,56,37,1018.1,1015.6,NA,NA,18.1,25.9,No,No
12/11/2015,Adelaide,15.4,27.5,0,NA,NA,SSW,37,WNW,WSW,6,20,46,42,1016.1,1015.5,NA,NA,22.6,25.5,No,No
13/11/2015,Adelaide,11,22.1,0,NA,NA,SSE,39,SSE,SSE,9,17,43,42,1020.6,1019,NA,NA,18.1,20.3,No,No
14/11/2015,Adelaide,10.6,22.1,0,NA,NA,SSW,35,S,WSW,7,17,51,52,1022.2,1020.2,NA,NA,16.8,20.7,No,No
15/11/2015,Adelaide,12.1,25,0,NA,NA,S,28,NE,E,6,11,52,31,1022.1,1018,NA,NA,15.5,23.6,No,No
16/11/2015,Adelaide,11.1,31.3,0,NA,NA,W,28,W,W,2,9,43,19,1016.7,1013.7,NA,NA,20.1,30.4,No,No
17/11/2015,Adelaide,14.3,35.7,0,NA,NA,WSW,31,NNE,W,9,17,22,14,1013.6,1011.7,NA,NA,26.4,35.1,No,No
18/11/2015,Adelaide,17.3,40.1,0,NA,NA,SW,43,NNE,WNW,13,17,17,12,1012.5,1009.8,NA,NA,30.6,39.4,No,No
19/11/2015,Adelaide,22.4,37.4,0,NA,NA,S,43,SW,WSW,11,19,55,36,1015,1011,NA,NA,26.3,32.3,No,No
20/11/2015,Adelaide,18.4,22.7,0,NA,NA,NA,NA,SW,SW,13,19,60,47,1016.9,1018.9,NA,NA,20.2,21.7,No,NA
21/11/2015,Adelaide,NA,NA,NA,NA,NA,NA,NA,NA,SW,NA,22,NA,40,NA,1023.3,NA,NA,NA,21.5,NA,No
22/11/2015,Adelaide,10.3,20.9,0,NA,NA,SSW,41,SW,WSW,6,19,51,46,1023.2,1020.1,NA,NA,15.9,19.3,No,No
23/11/2015,Adelaide,13.9,23.2,0,NA,NA,WSW,35,SSW,WSW,9,17,51,36,1021.8,1020.3,NA,NA,17.3,22.4,No,No
24/11/2015,Adelaide,10.6,28.9,0,NA,NA,WSW,24,NNW,WSW,9,9,57,22,1019.4,1015.2,NA,NA,17.2,27.4,No,No
25/11/2015,Adelaide,16,31.9,0,NA,NA,NNW,48,N,SSW,19,17,15,40,1003.6,1001.3,NA,NA,28.7,24.9,No,No
26/11/2015,Adelaide,12.3,19.5,1,NA,NA,WSW,48,SW,SW,19,22,40,36,1015.5,1017.7,NA,NA,14.9,18.7,No,No
27/11/2015,Adelaide,8.4,21.5,0.2,NA,NA,SSW,31,WSW,SW,9,13,45,41,1021.3,1019.9,NA,NA,16.1,19.1,No,No
28/11/2015,Adelaide,9.8,23.6,0,NA,NA,WSW,28,N,SW,6,15,46,34,1019.2,1017.3,NA,NA,17.5,22.2,No,No
29/11/2015,Adelaide,12.6,28.8,0,NA,NA,WSW,24,SE,SW,4,13,51,39,1016.8,1013.9,NA,NA,18.2,24.5,No,No
30/11/2015,Adelaide,17.9,34.7,0,NA,NA,NNW,46,NNE,SW,19,22,25,57,1003.6,1004.1,NA,NA,28.1,24,No,No
01/12/2015,Adelaide,14.8,19.7,0,NA,NA,SSW,50,WNW,SSW,19,17,67,65,1012.9,1016.3,NA,NA,16.8,15.9,No,No
02/12/2015,Adelaide,7.9,21,0.6,NA,NA,WSW,39,SSE,SW,9,20,43,42,1025.9,1026.3,NA,NA,15.5,19.5,No,No
03/12/2015,Adelaide,9.9,28.3,0,NA,NA,WSW,30,ENE,SW,9,15,39,24,1027,1023.4,NA,NA,18.3,27.2,No,No
04/12/2015,Adelaide,15,34.8,0,NA,NA,WNW,30,NNE,SW,9,15,22,17,1020.6,1016.5,NA,NA,26.9,34,No,No
05/12/2015,Adelaide,20.7,40.2,0,NA,NA,SE,31,NE,WSW,9,13,18,13,1015.3,1012.1,NA,NA,33.4,38.6,No,No
06/12/2015,Adelaide,26.6,41.5,0,NA,NA,ESE,52,NNE,SW,9,17,18,16,1011.8,1008.5,NA,NA,34.6,40.7,No,No
07/12/2015,Adelaide,30.7,38.5,0,NA,NA,ESE,57,E,WNW,19,13,19,21,1004.8,1005.1,NA,NA,34.3,37.1,No,Yes
08/12/2015,Adelaide,18.4,26.4,5.8,NA,NA,SSW,44,NNW,W,17,20,66,49,1011.2,1011.9,NA,NA,21.9,24.5,Yes,No
09/12/2015,Adelaide,17.7,26.1,0.2,NA,NA,SSW,28,SW,W,13,11,63,46,1017.5,1016.9,NA,NA,20.9,24.6,No,No
10/12/2015,Adelaide,14.1,26.3,0,NA,NA,WSW,35,NW,WSW,7,19,56,42,1016.8,1015.1,NA,NA,19.9,25.2,No,No
11/12/2015,Adelaide,14.4,23.1,0,NA,NA,SW,43,SW,SW,15,20,61,44,1016.8,1016.8,NA,NA,17.8,21.7,No,NA
12/12/2015,Adelaide,10,23.7,NA,NA,NA,WSW,33,NA,SW,NA,15,NA,48,NA,1017.2,NA,NA,NA,21.4,NA,No
13/12/2015,Adelaide,13.1,32.8,0,NA,NA,W,30,SW,W,2,11,45,42,1014.4,1011.8,NA,NA,20.6,32.4,No,No
14/12/2015,Adelaide,17,37.2,0,NA,NA,SW,33,N,SW,2,11,52,13,1012.2,1010.5,NA,NA,29.4,35.6,No,No
15/12/2015,Adelaide,22,36.2,0,NA,NA,E,35,N,SSW,7,9,32,28,1013.7,1011.8,NA,NA,27.6,31.4,No,No
16/12/2015,Adelaide,23.9,41.1,0.2,NA,NA,SSE,30,WNW,WSW,7,15,32,13,1012.4,1009.8,NA,NA,31.3,40.4,No,No
17/12/2015,Adelaide,24.5,42.9,0,NA,NA,E,35,NNE,NW,11,13,16,11,1009.9,1007.9,NA,NA,34.9,41.4,No,No
18/12/2015,Adelaide,23.7,40.8,0,NA,NA,ESE,33,W,WSW,6,9,42,16,1008.9,1006.3,NA,NA,30,39.7,No,No
19/12/2015,Adelaide,26.8,43.2,0,NA,NA,N,50,NNE,W,11,19,15,12,1004.8,1001.6,NA,NA,37.5,41.4,No,Yes
20/12/2015,Adelaide,19.7,23.5,2.8,NA,NA,WSW,37,SW,SW,13,7,93,69,1008.6,1012.5,NA,NA,19.9,20.8,Yes,Yes
21/12/2015,Adelaide,15.1,24.3,2,NA,NA,S,28,ESE,ESE,9,9,56,42,1021.8,1020.7,NA,NA,18.3,22.1,Yes,No
22/12/2015,Adelaide,14.2,31.9,0,NA,NA,WNW,35,ENE,E,11,7,37,18,1020.6,1017.3,NA,NA,22.1,29.2,No,No
23/12/2015,Adelaide,16.8,34.5,0,NA,NA,WSW,33,SE,WSW,7,15,31,13,1017,1013.6,NA,NA,24.4,34.2,No,No
24/12/2015,Adelaide,18.1,39.1,0,NA,NA,SW,28,WNW,SW,4,17,22,10,1011.8,1007.9,NA,NA,28.5,37.7,No,No
25/12/2015,Adelaide,24.8,37.2,0,NA,NA,SW,46,N,WNW,15,13,19,17,1004.8,1001.3,NA,NA,31.5,34.9,No,Yes
26/12/2015,Adelaide,14.7,23.8,1.4,NA,NA,W,50,SSW,SSW,15,19,47,35,1014.2,1016.1,NA,NA,18,21.9,Yes,No
27/12/2015,Adelaide,11.4,25.9,0,NA,NA,ENE,37,ESE,SE,9,13,44,19,1024.9,1022.4,NA,NA,17.2,24.6,No,No
28/12/2015,Adelaide,16,29.4,0,NA,NA,SE,43,SE,SW,9,19,35,30,1024.9,1021.7,NA,NA,21.5,26.4,No,No
29/12/2015,Adelaide,17,34.4,0,NA,NA,SW,31,WSW,WSW,6,15,33,15,1020.9,1017.3,NA,NA,25.7,32.8,No,No
30/12/2015,Adelaide,21.5,38.1,0,NA,NA,NNE,26,NNE,WNW,11,11,16,10,1013.5,1011.5,NA,NA,30.8,36.9,No,No
31/12/2015,Adelaide,20.7,40.6,0,NA,NA,WSW,31,NE,WSW,7,15,12,10,1011.6,1010,NA,NA,32.5,39.2,No,No
01/01/2016,Adelaide,21.7,35,0,NA,NA,WNW,31,SSE,W,2,19,31,24,1014,1012.6,NA,NA,27.4,34.1,No,No
02/01/2016,Adelaide,17.1,26.6,0,NA,NA,SE,35,SSE,SE,11,17,52,34,1016.3,1013.1,NA,NA,19.9,25.8,No,No
03/01/2016,Adelaide,15.5,29.3,0,NA,NA,W,43,SSE,S,9,13,60,39,1014.5,1012.3,NA,NA,21.4,28.3,No,No
04/01/2016,Adelaide,18,31.8,0,NA,NA,SE,33,SSE,SE,6,11,48,27,1016.3,1013.5,NA,NA,23.5,30.6,No,No
05/01/2016,Adelaide,17.1,30.2,0,NA,NA,WSW,30,WNW,SW,4,15,49,34,1016,1014.5,NA,NA,23,28.9,No,No
06/01/2016,Adelaide,17.5,29.7,0,NA,NA,SE,37,SE,S,7,15,49,27,1018.5,1016.9,NA,NA,21.7,28.8,No,No
07/01/2016,Adelaide,17.4,30.9,0,NA,NA,E,39,S,S,2,13,55,26,1020.5,1019.8,NA,NA,21.4,29.6,No,No
08/01/2016,Adelaide,13.8,31.1,0,NA,NA,WSW,26,SSW,WSW,4,15,50,25,1023.5,1020.2,NA,NA,20,30,No,No
09/01/2016,Adelaide,16.3,34.8,0,NA,NA,WSW,22,NA,WSW,0,15,45,13,1020.2,1017.7,NA,NA,22.9,33.8,No,No
10/01/2016,Adelaide,19.3,37.6,0,NA,NA,NNW,28,NA,E,0,6,29,14,1015.5,1013,NA,NA,27.4,34.8,No,No
11/01/2016,Adelaide,22.4,37.9,0,NA,NA,SSW,33,NNE,W,7,9,23,21,1007.7,1007.3,NA,NA,32.7,36.8,No,No
12/01/2016,Adelaide,22.5,39.8,0.2,NA,NA,W,24,E,W,7,11,37,21,1010.9,1009.2,NA,NA,30.2,38.2,No,No
13/01/2016,Adelaide,23.2,35.1,0,NA,NA,WSW,43,NE,W,9,11,30,28,1009.3,1009.9,NA,NA,29.8,35,No,No
14/01/2016,Adelaide,17.3,23.7,0,NA,NA,SSE,41,S,SE,15,17,55,33,1023,1024.8,NA,NA,18.1,21.1,No,No
15/01/2016,Adelaide,13.5,25.7,0,NA,NA,ENE,35,E,SE,4,13,38,19,1031.7,1027.3,NA,NA,16.7,25.5,No,No
16/01/2016,Adelaide,15.8,30.1,0,NA,NA,E,35,SE,WSW,6,17,42,24,1026,1022,NA,NA,19,28.9,No,No
17/01/2016,Adelaide,15.9,36.6,0,NA,NA,WNW,28,SW,WSW,6,15,30,11,1018.9,1015.9,NA,NA,24.7,34.9,No,No
18/01/2016,Adelaide,19,38.5,0,NA,NA,WSW,28,NA,W,0,13,23,12,1014.2,1012.3,NA,NA,28.5,38.2,No,No
19/01/2016,Adelaide,21.7,35.9,0,NA,NA,NW,37,NNE,NW,11,13,14,24,1011.2,1009.8,NA,NA,31.6,34.4,No,No
